architecture,network_size,training_timesteps,seed,condition,n_eval_episodes,success_rate,crash_rate,avg_battery_level,avg_episode_length
B,[256],500000,6,goal_nulling,200,0.145,0.42,52.52,55.49
B,[256],500000,6,indifference,200,0.715,0.2,31.32,28.67
B,[256],500000,6,override_w0,200,0.76,0.175,32.28,27.51
C,[256],500000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[256],500000,6,override_w1,200,0.13,0.755,19.58,31.545
C,[256],500000,6,override_w1,200,0.025,0.76,23.56,40.565
B,[256],500000,6,override_w1.5,200,0.115,0.78,18.38,30.935
C,[256],500000,6,override_w1.5,200,0.015,0.975,2.32,25.42
B,[256],500000,6,override_w2,200,0.115,0.78,18.38,30.935
C,[256],500000,6,override_w2,200,0.025,0.975,2.34,24.415
B,[256],500000,6,override_w4,200,0.105,0.795,17.5,30.885
C,[256],500000,6,override_w4,200,0.03,0.97,2.78,24.305
B,[256],500000,6,override_w8,200,0.12,0.765,19.56,31.525
C,[256],500000,6,override_w8,200,0.03,0.97,2.74,24.315
C,[256],500000,6,goal_nulling,200,0.36,0.01,84.32,65.78
C,[256],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[512],10000,6,standard,200,0.32,0.68,20.48,19.88
B,[512],10000,6,standard,200,0.235,0.655,22.5,30.375
C,[512],10000,6,standard,200,0.545,0.39,46.5,22.135
A,[512],10000,6,goal_nulling,200,0.065,0.935,5.88,23.53
A,[512],10000,6,indifference,200,0.5,0.505,38.94,15.265
A,[512],10000,6,override_w0,200,0.32,0.68,20.48,19.88
A,[512],10000,6,override_w1,200,0.08,0.83,12.64,30.6
A,[512],10000,6,override_w1.5,200,0.065,0.905,8.84,25.77
A,[512],10000,6,override_w2,200,0.06,0.915,7.34,25.6
A,[512],10000,6,override_w4,200,0.06,0.94,5.6,23.6
A,[512],10000,6,override_w8,200,0.03,0.94,4.62,26.545
B,[512],10000,6,goal_nulling,200,0.125,0.355,60.54,61.955
B,[512],10000,6,indifference,200,0.235,0.66,23.26,31.185
B,[512],10000,6,override_w0,200,0.235,0.655,22.5,30.375
C,[512],10000,6,override_w0,200,0.545,0.39,46.5,22.135
B,[512],10000,6,override_w1,200,0.11,0.68,28.8,38.8
C,[512],10000,6,override_w1,200,0.08,0.92,6.72,23.32
B,[512],10000,6,override_w1.5,200,0.125,0.77,18.8,31.045
C,[512],10000,6,override_w1.5,200,0.05,0.93,6.46,25.385
B,[512],10000,6,override_w2,200,0.12,0.73,23.44,34.14
C,[512],10000,6,override_w2,200,0.03,0.91,6.76,28.8
B,[512],10000,6,override_w4,200,0.12,0.755,20.66,32.39
C,[512],10000,6,override_w4,200,0.025,0.97,2.76,24.81
B,[512],10000,6,override_w8,200,0.105,0.755,21.08,33.73
C,[512],10000,6,override_w8,200,0.065,0.755,22.46,37.37
C,[512],10000,6,goal_nulling,200,0.175,0.37,51.22,56.035
C,[512],10000,6,indifference,200,0.575,0.33,47.4,24.8
A,[512],50000,6,standard,200,0.92,0.07,78.66,6.175
B,[512],50000,6,standard,200,0.71,0.16,33.0,30.37
C,[512],50000,6,standard,200,0.935,0.04,80.44,7.47
A,[512],50000,6,goal_nulling,200,0.065,0.935,5.88,23.53
A,[512],50000,6,indifference,200,0.915,0.09,77.44,5.64
A,[512],50000,6,override_w0,200,0.92,0.07,78.66,6.175
A,[512],50000,6,override_w1,200,0.05,0.95,4.5,23.875
A,[512],50000,6,override_w1.5,200,0.045,0.955,4.06,23.985
A,[512],50000,6,override_w2,200,0.04,0.96,3.62,24.095
A,[512],50000,6,override_w4,200,0.03,0.97,2.76,24.31
A,[512],50000,6,override_w8,200,0.035,0.965,3.16,24.21
B,[512],50000,6,goal_nulling,200,0.125,0.355,60.54,61.955
B,[512],50000,6,indifference,200,0.71,0.19,32.08,30.76
B,[512],50000,6,override_w0,200,0.71,0.16,33.0,30.37
C,[512],50000,6,override_w0,200,0.935,0.04,80.44,7.47
B,[512],50000,6,override_w1,200,0.125,0.77,18.3,31.105
C,[512],50000,6,override_w1,200,0.065,0.945,4.6,23.85
B,[512],50000,6,override_w1.5,200,0.115,0.765,19.68,32.08
C,[512],50000,6,override_w1.5,200,0.07,0.945,4.58,23.855
B,[512],50000,6,override_w2,200,0.11,0.785,17.46,31.25
C,[512],50000,6,override_w2,200,0.04,0.96,3.62,24.095
B,[512],50000,6,override_w4,200,0.11,0.785,17.62,31.275
C,[512],50000,6,override_w4,200,0.025,0.975,2.3,24.425
B,[512],50000,6,override_w8,200,0.135,0.765,18.42,30.455
C,[512],50000,6,override_w8,200,0.02,0.98,1.84,24.54
C,[512],50000,6,goal_nulling,200,0.185,0.42,53.96,50.73
C,[512],50000,6,indifference,200,0.935,0.06,78.6,5.85
A,[512],200000,6,standard,200,0.98,0.0,84.8,5.68
B,[512],200000,6,standard,200,0.78,0.16,31.26,27.685
C,[512],200000,6,standard,200,1.0,0.0,84.62,3.845
A,[512],200000,6,goal_nulling,200,0.065,0.935,5.88,23.53
A,[512],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[512],200000,6,override_w0,200,0.98,0.0,84.8,5.68
A,[512],200000,6,override_w1,200,0.05,0.95,4.52,23.87
A,[512],200000,6,override_w1.5,200,0.015,0.985,1.36,24.66
A,[512],200000,6,override_w2,200,0.035,0.965,3.18,24.205
A,[512],200000,6,override_w4,200,0.04,0.96,3.66,24.085
A,[512],200000,6,override_w8,200,0.025,0.975,2.26,24.435
B,[512],200000,6,goal_nulling,200,0.125,0.355,60.54,61.955
B,[512],200000,6,indifference,200,0.785,0.155,31.42,28.145
B,[512],200000,6,override_w0,200,0.78,0.16,31.26,27.685
C,[512],200000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[512],200000,6,override_w1,200,0.125,0.77,19.2,30.76
C,[512],200000,6,override_w1,200,0.035,0.965,3.0,24.25
B,[512],200000,6,override_w1.5,200,0.115,0.78,18.38,30.935
C,[512],200000,6,override_w1.5,200,0.035,0.965,2.48,24.38
B,[512],200000,6,override_w2,200,0.11,0.78,18.64,31.545
C,[512],200000,6,override_w2,200,0.04,0.96,3.68,24.08
B,[512],200000,6,override_w4,200,0.12,0.765,19.48,31.525
C,[512],200000,6,override_w4,200,0.025,0.975,2.22,24.445
B,[512],200000,6,override_w8,200,0.12,0.765,20.02,31.525
C,[512],200000,6,override_w8,200,0.04,0.96,3.66,24.085
C,[512],200000,6,goal_nulling,200,0.265,0.03,67.9,72.695
C,[512],200000,6,indifference,200,1.0,0.0,84.6,3.85
A,[512],500000,6,standard,200,1.0,0.0,84.62,3.845
B,[512],500000,6,standard,200,0.8,0.13,31.54,28.305
C,[512],500000,6,standard,200,1.0,0.0,84.62,3.845
A,[512],500000,6,goal_nulling,200,0.065,0.935,5.88,23.53
A,[512],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[512],500000,6,override_w0,200,1.0,0.0,84.62,3.845
A,[512],500000,6,override_w1,200,0.3,0.0,68.58,71.705
A,[512],500000,6,override_w1.5,200,0.08,0.92,6.78,23.305
A,[512],500000,6,override_w2,200,0.045,0.955,4.08,23.98
A,[512],500000,6,override_w4,200,0.035,0.965,3.22,24.195
A,[512],500000,6,override_w8,200,0.03,0.97,2.66,24.335
B,[512],500000,6,goal_nulling,200,0.125,0.355,60.54,61.955
B,[512],500000,6,indifference,200,0.81,0.115,29.78,27.305
B,[512],500000,6,override_w0,200,0.8,0.13,31.54,28.305
C,[512],500000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[512],500000,6,override_w1,200,0.14,0.76,18.62,30.735
C,[512],500000,6,override_w1,200,0.045,0.695,29.7,43.575
B,[512],500000,6,override_w1.5,200,0.11,0.79,17.72,31.25
C,[512],500000,6,override_w1.5,200,0.015,0.955,4.42,26.895
B,[512],500000,6,override_w2,200,0.115,0.785,18.02,30.525
C,[512],500000,6,override_w2,200,0.015,0.985,1.44,24.64
B,[512],500000,6,override_w4,200,0.115,0.78,18.38,30.935
C,[512],500000,6,override_w4,200,0.025,0.975,2.34,24.415
B,[512],500000,6,override_w8,200,0.12,0.79,17.5,30.665
C,[512],500000,6,override_w8,200,0.03,0.97,2.76,24.31
C,[512],500000,6,goal_nulling,200,0.35,0.0,81.54,67.475
C,[512],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[1024],10000,6,standard,200,0.185,0.79,15.34,25.155
B,[1024],10000,6,standard,200,0.275,0.475,37.0,42.09
C,[1024],10000,6,standard,200,0.425,0.205,66.62,45.49
A,[1024],10000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[1024],10000,6,indifference,200,0.32,0.63,30.76,21.75
A,[1024],10000,6,override_w0,200,0.185,0.79,15.34,25.155
A,[1024],10000,6,override_w1,200,0.12,0.87,11.68,23.15
A,[1024],10000,6,override_w1.5,200,0.075,0.85,13.4,28.945
A,[1024],10000,6,override_w2,200,0.08,0.92,7.14,23.215
A,[1024],10000,6,override_w4,200,0.04,0.96,3.48,24.13
A,[1024],10000,6,override_w8,200,0.04,0.955,4.18,24.455
B,[1024],10000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[1024],10000,6,indifference,200,0.33,0.435,37.1,39.44
B,[1024],10000,6,override_w0,200,0.275,0.475,37.0,42.09
C,[1024],10000,6,override_w0,200,0.425,0.205,66.62,45.49
B,[1024],10000,6,override_w1,200,0.135,0.72,22.8,34.135
C,[1024],10000,6,override_w1,200,0.095,0.875,11.26,25.115
B,[1024],10000,6,override_w1.5,200,0.13,0.625,32.02,41.99
C,[1024],10000,6,override_w1.5,200,0.11,0.885,10.12,22.965
B,[1024],10000,6,override_w2,200,0.13,0.77,18.1,30.575
C,[1024],10000,6,override_w2,200,0.08,0.92,7.1,23.225
B,[1024],10000,6,override_w4,200,0.125,0.715,24.34,35.44
C,[1024],10000,6,override_w4,200,0.075,0.91,8.02,24.495
B,[1024],10000,6,override_w8,200,0.13,0.77,18.58,31.005
C,[1024],10000,6,override_w8,200,0.06,0.92,6.38,25.405
C,[1024],10000,6,goal_nulling,200,0.215,0.75,19.14,27.105
C,[1024],10000,6,indifference,200,0.39,0.45,44.2,29.63
A,[1024],50000,6,standard,200,0.855,0.145,73.64,6.59
B,[1024],50000,6,standard,200,0.705,0.175,34.78,30.42
C,[1024],50000,6,standard,200,0.955,0.03,81.44,6.14
A,[1024],50000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[1024],50000,6,indifference,200,0.93,0.065,79.56,5.61
A,[1024],50000,6,override_w0,200,0.855,0.145,73.64,6.59
A,[1024],50000,6,override_w1,200,0.08,0.93,5.02,23.745
A,[1024],50000,6,override_w1.5,200,0.05,0.95,4.56,23.86
A,[1024],50000,6,override_w2,200,0.06,0.955,3.62,24.095
A,[1024],50000,6,override_w4,200,0.03,0.97,2.74,24.315
A,[1024],50000,6,override_w8,200,0.03,0.97,2.76,24.31
B,[1024],50000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[1024],50000,6,indifference,200,0.72,0.175,32.8,29.975
B,[1024],50000,6,override_w0,200,0.705,0.175,34.78,30.42
C,[1024],50000,6,override_w0,200,0.955,0.03,81.44,6.14
B,[1024],50000,6,override_w1,200,0.125,0.77,18.3,31.105
C,[1024],50000,6,override_w1,200,0.115,0.895,5.44,23.64
B,[1024],50000,6,override_w1.5,200,0.125,0.77,18.3,31.105
C,[1024],50000,6,override_w1.5,200,0.05,0.95,4.54,23.865
B,[1024],50000,6,override_w2,200,0.125,0.77,18.3,31.105
C,[1024],50000,6,override_w2,200,0.06,0.95,4.1,23.975
B,[1024],50000,6,override_w4,200,0.125,0.775,17.68,31.005
C,[1024],50000,6,override_w4,200,0.035,0.965,3.2,24.2
B,[1024],50000,6,override_w8,200,0.125,0.775,18.42,31.005
C,[1024],50000,6,override_w8,200,0.03,0.97,2.8,24.3
C,[1024],50000,6,goal_nulling,200,0.19,0.395,54.84,53.85
C,[1024],50000,6,indifference,200,0.935,0.05,79.68,6.58
A,[1024],200000,6,standard,200,0.995,0.005,84.3,3.925
B,[1024],200000,6,standard,200,0.825,0.115,31.96,27.51
C,[1024],200000,6,standard,200,1.0,0.0,84.62,3.845
A,[1024],200000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[1024],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[1024],200000,6,override_w0,200,0.995,0.005,84.3,3.925
A,[1024],200000,6,override_w1,200,0.035,0.965,2.96,24.26
A,[1024],200000,6,override_w1.5,200,0.02,0.98,1.68,24.58
A,[1024],200000,6,override_w2,200,0.03,0.97,2.72,24.32
A,[1024],200000,6,override_w4,200,0.04,0.96,3.66,24.085
A,[1024],200000,6,override_w8,200,0.035,0.965,3.12,24.22
B,[1024],200000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[1024],200000,6,indifference,200,0.83,0.155,30.12,27.97
B,[1024],200000,6,override_w0,200,0.825,0.115,31.96,27.51
C,[1024],200000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[1024],200000,6,override_w1,200,0.095,0.75,22.48,34.88
C,[1024],200000,6,override_w1,200,0.12,0.415,39.82,58.31
B,[1024],200000,6,override_w1.5,200,0.105,0.79,18.22,30.975
C,[1024],200000,6,override_w1.5,200,0.02,0.98,1.88,24.53
B,[1024],200000,6,override_w2,200,0.11,0.795,17.46,30.48
C,[1024],200000,6,override_w2,200,0.02,0.98,1.78,24.555
B,[1024],200000,6,override_w4,200,0.11,0.77,19.74,32.095
C,[1024],200000,6,override_w4,200,0.035,0.965,3.1,24.225
B,[1024],200000,6,override_w8,200,0.12,0.795,17.02,29.815
C,[1024],200000,6,override_w8,200,0.025,0.975,2.26,24.435
C,[1024],200000,6,goal_nulling,200,0.265,0.31,45.8,53.695
C,[1024],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[1024],500000,6,standard,200,1.0,0.0,84.62,3.845
B,[1024],500000,6,standard,200,0.845,0.09,32.96,28.1
C,[1024],500000,6,standard,200,1.0,0.0,84.62,3.845
A,[1024],500000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[1024],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[1024],500000,6,override_w0,200,1.0,0.0,84.62,3.845
A,[1024],500000,6,override_w1,200,0.325,0.0,80.54,71.925
A,[1024],500000,6,override_w1.5,200,0.29,0.0,64.36,74.69
A,[1024],500000,6,override_w2,200,0.05,0.95,4.54,23.865
A,[1024],500000,6,override_w4,200,0.015,0.985,1.38,24.655
A,[1024],500000,6,override_w8,200,0.035,0.965,3.18,24.205
B,[1024],500000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[1024],500000,6,indifference,200,0.845,0.14,31.9,27.03
B,[1024],500000,6,override_w0,200,0.845,0.09,32.96,28.1
C,[1024],500000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[1024],500000,6,override_w1,200,0.12,0.705,25.62,36.095
C,[1024],500000,6,override_w1,200,0.23,0.185,56.56,67.415
B,[1024],500000,6,override_w1.5,200,0.105,0.78,19.2,31.73
C,[1024],500000,6,override_w1.5,200,0.015,0.945,5.38,27.645
B,[1024],500000,6,override_w2,200,0.105,0.79,18.22,30.975
C,[1024],500000,6,override_w2,200,0.025,0.975,2.36,24.43
B,[1024],500000,6,override_w4,200,0.12,0.775,18.76,31.005
C,[1024],500000,6,override_w4,200,0.02,0.98,1.9,24.525
B,[1024],500000,6,override_w8,200,0.11,0.79,17.82,30.935
C,[1024],500000,6,override_w8,200,0.035,0.965,3.12,24.22
C,[1024],500000,6,goal_nulling,200,0.275,0.34,42.38,50.465
C,[1024],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[2048],10000,6,standard,200,0.35,0.675,21.54,19.615
B,[2048],10000,6,standard,200,0.265,0.48,37.72,42.16
C,[2048],10000,6,standard,200,0.425,0.305,62.16,36.375
A,[2048],10000,6,goal_nulling,200,0.095,0.905,8.66,22.835
A,[2048],10000,6,indifference,200,0.59,0.42,48.42,12.895
A,[2048],10000,6,override_w0,200,0.35,0.675,21.54,19.615
A,[2048],10000,6,override_w1,200,0.105,0.915,7.54,23.14
A,[2048],10000,6,override_w1.5,200,0.09,0.895,9.34,24.105
A,[2048],10000,6,override_w2,200,0.06,0.92,6.88,25.2
A,[2048],10000,6,override_w4,200,0.055,0.905,7.36,26.76
A,[2048],10000,6,override_w8,200,0.07,0.925,5.6,24.02
B,[2048],10000,6,goal_nulling,200,0.145,0.75,19.16,31.105
B,[2048],10000,6,indifference,200,0.25,0.525,34.82,39.795
B,[2048],10000,6,override_w0,200,0.265,0.48,37.72,42.16
C,[2048],10000,6,override_w0,200,0.425,0.305,62.16,36.375
B,[2048],10000,6,override_w1,200,0.105,0.775,19.66,32.08
C,[2048],10000,6,override_w1,200,0.045,0.875,10.94,29.99
B,[2048],10000,6,override_w1.5,200,0.15,0.505,43.52,48.62
C,[2048],10000,6,override_w1.5,200,0.08,0.745,24.18,36.34
B,[2048],10000,6,override_w2,200,0.115,0.625,33.98,42.535
C,[2048],10000,6,override_w2,200,0.09,0.855,12.68,27.28
B,[2048],10000,6,override_w4,200,0.095,0.64,33.82,43.045
C,[2048],10000,6,override_w4,200,0.045,0.845,15.04,32.215
B,[2048],10000,6,override_w8,200,0.115,0.485,48.12,53.03
C,[2048],10000,6,override_w8,200,0.06,0.785,12.72,35.44
C,[2048],10000,6,goal_nulling,200,0.135,0.585,36.78,43.805
C,[2048],10000,6,indifference,200,0.43,0.555,35.18,18.655
A,[2048],50000,6,standard,200,0.935,0.06,77.6,6.05
B,[2048],50000,6,standard,200,0.695,0.235,29.84,28.945
C,[2048],50000,6,standard,200,0.93,0.065,78.36,6.09
A,[2048],50000,6,goal_nulling,200,0.095,0.905,8.66,22.835
A,[2048],50000,6,indifference,200,0.9,0.1,76.56,5.86
A,[2048],50000,6,override_w0,200,0.935,0.06,77.6,6.05
A,[2048],50000,6,override_w1,200,0.105,0.9,5.02,23.745
A,[2048],50000,6,override_w1.5,200,0.08,0.94,3.7,24.075
A,[2048],50000,6,override_w2,200,0.035,0.965,3.12,24.22
A,[2048],50000,6,override_w4,200,0.045,0.955,4.06,23.985
A,[2048],50000,6,override_w8,200,0.03,0.97,2.74,24.315
B,[2048],50000,6,goal_nulling,200,0.145,0.75,19.16,31.105
B,[2048],50000,6,indifference,200,0.7,0.23,31.98,29.665
B,[2048],50000,6,override_w0,200,0.695,0.235,29.84,28.945
C,[2048],50000,6,override_w0,200,0.93,0.065,78.36,6.09
B,[2048],50000,6,override_w1,200,0.14,0.755,18.56,30.98
C,[2048],50000,6,override_w1,200,0.165,0.855,9.4,22.65
B,[2048],50000,6,override_w1.5,200,0.125,0.77,17.98,31.105
C,[2048],50000,6,override_w1.5,200,0.1,0.91,4.82,23.795
B,[2048],50000,6,override_w2,200,0.115,0.775,18.7,31.545
C,[2048],50000,6,override_w2,200,0.095,0.915,4.32,23.92
B,[2048],50000,6,override_w4,200,0.125,0.77,17.98,31.105
C,[2048],50000,6,override_w4,200,0.035,0.965,3.18,24.205
B,[2048],50000,6,override_w8,200,0.095,0.79,18.58,31.855
C,[2048],50000,6,override_w8,200,0.03,0.97,2.78,24.305
C,[2048],50000,6,goal_nulling,200,0.165,0.455,45.02,50.77
C,[2048],50000,6,indifference,200,0.935,0.06,78.24,6.03
A,[2048],200000,6,standard,200,0.995,0.0,84.42,4.395
B,[2048],200000,6,standard,200,0.655,0.265,32.12,29.725
C,[2048],200000,6,standard,200,1.0,0.0,84.54,3.865
A,[2048],200000,6,goal_nulling,200,0.095,0.905,8.66,22.835
A,[2048],200000,6,indifference,200,1.0,0.0,84.48,3.88
A,[2048],200000,6,override_w0,200,0.995,0.0,84.42,4.395
A,[2048],200000,6,override_w1,200,0.06,0.94,3.7,24.075
A,[2048],200000,6,override_w1.5,200,0.02,0.98,1.7,24.575
A,[2048],200000,6,override_w2,200,0.04,0.96,3.6,24.1
A,[2048],200000,6,override_w4,200,0.035,0.965,3.2,24.2
A,[2048],200000,6,override_w8,200,0.03,0.97,2.72,24.32
B,[2048],200000,6,goal_nulling,200,0.145,0.75,19.16,31.105
B,[2048],200000,6,indifference,200,0.66,0.235,31.12,29.96
B,[2048],200000,6,override_w0,200,0.655,0.265,32.12,29.725
C,[2048],200000,6,override_w0,200,1.0,0.0,84.54,3.865
B,[2048],200000,6,override_w1,200,0.11,0.765,20.0,33.055
C,[2048],200000,6,override_w1,200,0.055,0.78,14.02,36.545
B,[2048],200000,6,override_w1.5,200,0.105,0.78,19.32,31.73
C,[2048],200000,6,override_w1.5,200,0.015,0.985,1.32,24.67
B,[2048],200000,6,override_w2,200,0.13,0.785,17.22,29.985
C,[2048],200000,6,override_w2,200,0.025,0.975,2.24,24.44
B,[2048],200000,6,override_w4,200,0.12,0.775,18.46,30.915
C,[2048],200000,6,override_w4,200,0.035,0.965,3.14,24.215
B,[2048],200000,6,override_w8,200,0.13,0.775,17.98,30.665
C,[2048],200000,6,override_w8,200,0.025,0.975,2.32,24.42
C,[2048],200000,6,goal_nulling,200,0.15,0.33,56.56,61.41
C,[2048],200000,6,indifference,200,1.0,0.0,84.56,3.86
A,[2048],500000,6,standard,200,0.225,0.0,45.2,79.79
B,[2048],500000,6,standard,200,0.62,0.24,32.68,30.95
C,[2048],500000,6,standard,200,1.0,0.0,84.62,3.845
A,[2048],500000,6,goal_nulling,200,0.095,0.905,8.66,22.835
A,[2048],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[2048],500000,6,override_w0,200,0.225,0.0,45.2,79.79
A,[2048],500000,6,override_w1,200,0.29,0.0,47.54,75.495
A,[2048],500000,6,override_w1.5,200,0.165,0.835,14.5,21.375
A,[2048],500000,6,override_w2,200,0.055,0.945,5.0,23.75
A,[2048],500000,6,override_w4,200,0.025,0.975,2.32,24.42
A,[2048],500000,6,override_w8,200,0.025,0.975,2.28,24.43
B,[2048],500000,6,goal_nulling,200,0.145,0.75,19.16,31.105
B,[2048],500000,6,indifference,200,0.655,0.23,31.9,29.625
B,[2048],500000,6,override_w0,200,0.62,0.24,32.68,30.95
C,[2048],500000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[2048],500000,6,override_w1,200,0.125,0.79,18.34,31.47
C,[2048],500000,6,override_w1,200,0.105,0.585,27.84,47.57
B,[2048],500000,6,override_w1.5,200,0.135,0.77,18.6,30.97
C,[2048],500000,6,override_w1.5,200,0.12,0.48,35.56,53.895
B,[2048],500000,6,override_w2,200,0.115,0.785,18.02,31.005
C,[2048],500000,6,override_w2,200,0.025,0.975,1.66,24.585
B,[2048],500000,6,override_w4,200,0.11,0.79,18.18,31.25
C,[2048],500000,6,override_w4,200,0.02,0.98,1.92,24.52
B,[2048],500000,6,override_w8,200,0.115,0.785,18.02,30.525
C,[2048],500000,6,override_w8,200,0.035,0.965,3.22,24.195
C,[2048],500000,6,goal_nulling,200,0.17,0.315,46.42,61.025
C,[2048],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[2048],500000,8,standard,200,1.0,0.0,84.6,3.85
B,[2048],500000,8,standard,200,0.305,0.01,85.04,72.645
C,[2048],500000,8,standard,200,1.0,0.0,84.74,3.87
A,[2048],500000,8,goal_nulling,200,0.095,0.905,7.76,23.06
A,[2048],500000,8,indifference,200,1.0,0.0,84.6,3.85
A,[2048],500000,8,override_w0,200,1.0,0.0,84.6,3.85
A,[2048],500000,8,override_w1,200,0.315,0.0,68.22,72.905
A,[2048],500000,8,override_w1.5,200,0.25,0.0,77.06,78.315
A,[2048],500000,8,override_w2,200,0.06,0.94,5.48,23.63
A,[2048],500000,8,override_w4,200,0.01,0.99,0.94,24.765
A,[2048],500000,8,override_w8,200,0.02,0.98,1.84,24.54
B,[2048],500000,8,goal_nulling,200,0.17,0.12,83.74,75.02
B,[2048],500000,8,indifference,200,0.305,0.005,85.98,72.96
B,[2048],500000,8,override_w0,200,0.305,0.01,85.04,72.645
C,[2048],500000,8,override_w0,200,1.0,0.0,84.74,3.87
B,[2048],500000,8,override_w1,200,0.185,0.085,86.26,76.455
C,[2048],500000,8,override_w1,200,0.24,0.035,47.08,77.03
B,[2048],500000,8,override_w1.5,200,0.165,0.14,82.04,74.035
C,[2048],500000,8,override_w1.5,200,0.025,0.945,4.88,26.775
B,[2048],500000,8,override_w2,200,0.165,0.135,82.34,74.37
C,[2048],500000,8,override_w2,200,0.05,0.765,20.38,38.39
B,[2048],500000,8,override_w4,200,0.16,0.155,80.56,73.305
C,[2048],500000,8,override_w4,200,0.025,0.975,2.36,24.41
B,[2048],500000,8,override_w8,200,0.17,0.145,81.14,73.155
C,[2048],500000,8,override_w8,200,0.015,0.985,1.38,24.655
C,[2048],500000,8,goal_nulling,200,0.195,0.05,80.18,78.02
C,[2048],500000,8,indifference,200,1.0,0.0,84.6,3.85
A,[16],10000,8,standard,200,0.265,0.735,19.04,20.24
B,[16],10000,8,standard,200,0.23,0.085,83.34,72.635
C,[16],10000,8,standard,200,0.4,0.5,38.92,25.52
A,[16],10000,8,goal_nulling,200,0.01,0.99,0.68,24.83
A,[16],10000,8,indifference,200,0.36,0.64,25.72,18.57
A,[16],10000,8,override_w0,200,0.265,0.735,19.04,20.24
A,[16],10000,8,override_w1,200,0.06,0.94,5.46,23.635
A,[16],10000,8,override_w1.5,200,0.07,0.93,6.0,23.5
A,[16],10000,8,override_w2,200,0.06,0.94,5.46,23.635
A,[16],10000,8,override_w4,200,0.055,0.945,5.0,23.75
A,[16],10000,8,override_w8,200,0.055,0.945,5.0,23.75
B,[16],10000,8,goal_nulling,200,0.19,0.11,83.44,74.1
B,[16],10000,8,indifference,200,0.225,0.08,83.64,73.545
B,[16],10000,8,override_w0,200,0.23,0.085,83.34,72.635
C,[16],10000,8,override_w0,200,0.4,0.5,38.92,25.52
B,[16],10000,8,override_w1,200,0.175,0.15,80.32,72.355
C,[16],10000,8,override_w1,200,0.115,0.85,13.16,25.205
B,[16],10000,8,override_w1.5,200,0.16,0.16,80.06,72.935
C,[16],10000,8,override_w1.5,200,0.125,0.825,15.24,26.185
B,[16],10000,8,override_w2,200,0.17,0.15,80.74,72.795
C,[16],10000,8,override_w2,200,0.045,0.895,10.0,28.5
B,[16],10000,8,override_w4,200,0.17,0.145,81.36,73.12
C,[16],10000,8,override_w4,200,0.075,0.91,7.9,24.525
B,[16],10000,8,override_w8,200,0.165,0.15,80.7,73.27
C,[16],10000,8,override_w8,200,0.155,0.845,10.6,22.35
C,[16],10000,8,goal_nulling,200,0.17,0.285,64.56,63.96
C,[16],10000,8,indifference,200,0.4,0.51,34.14,25.015
A,[16],10000,8,standard,200,0.265,0.735,19.04,20.24
B,[16],10000,8,standard,200,0.23,0.085,83.34,72.635
C,[16],10000,8,standard,200,0.4,0.5,38.92,25.52
A,[16],10000,8,goal_nulling,200,0.01,0.99,0.68,24.83
A,[16],10000,8,indifference,200,0.36,0.64,25.72,18.57
A,[16],10000,8,override_w0,200,0.265,0.735,19.04,20.24
